Freq.	V(vout+)-V(vout-)
1.38038426460285e+004	(-1.17159854505720e+000dB,1.35908044241112e+002°)
1.41253754462272e+004	(-1.24529354707333e+000dB,1.35148790354345e+002°)
1.44543977074589e+004	(-1.32080739175371e+000dB,1.34383989536601e+002°)
1.47910838816817e+004	(-1.39813650791396e+000dB,1.33613854680981e+002°)
1.51356124843617e+004	(-1.47727428629479e+000dB,1.32838598088482e+002°)
1.54881661891245e+004	(-1.55821100047130e+000dB,1.32058430262953e+002°)
1.58489319246108e+004	(-1.64093373703767e+000dB,1.31273558652920e+002°)
1.62181009735889e+004	(-1.72542633559951e+000dB,1.30484186343861e+002°)
1.65958690743752e+004	(-1.81166933904591e+000dB,1.29690510704662e+002°)
1.69824365246170e+004	(-1.89963995451131e+000dB,1.28892721992088e+002°)
1.73780082874933e+004	(-1.98931202537445e+000dB,1.28091001917121e+002°)
1.77827941003888e+004	(-2.08065601458097e+000dB,1.27285522176960e+002°)
1.81970085860994e+004	(-2.17363899951813e+000dB,1.26476442956353e+002°)
1.86208713666282e+004	(-2.26822467861773e+000dB,1.25663911401733e+002°)
1.90546071796320e+004	(-2.36437338981755e+000dB,1.24848060071337e+002°)
1.94984459975800e+004	(-2.46204214097552e+000dB,1.24029005364165e+002°)
1.99526231496883e+004	(-2.56118465230488e+000dB,1.23206845930207e+002°)
2.00000000000000e+004	(-2.57147806073767e+000dB,1.23121990842642e+002°)
